accession_id,replicate_id,clim-bio9,clim-bio8,clim-bio7,clim-bio6,clim-bio5,clim-bio4,clim-bio3,clim-bio2,clim-bio1,clim-tmax1,clim-tmax2,clim-tmax3,clim-tmax4,clim-tmax5,clim-tmax6,clim-tmax7,clim-tmax8,clim-tmax9,rSurvival fruit mhi,clim-tmin8,clim-tmin9,clim-tmin2,clim-tmin3,clim-tmin1,clim-tmin6,clim-tmin7,clim-tmin4,clim-tmin5,rSurvival fruit mli,rSurvival fruit thi,rFitness mhi,clim-prec4,clim-prec5,clim-prec6,clim-prec7,clim-prec1,clim-prec2,clim-prec3,clim-prec8,clim-prec9,rSurvival fruit tli,clim-cyclelength,clim-cyclevsgs,rSurvival fruit tlp,clim-gs tmin,rFitness mhp,rSeeds tli,rSeeds tlp,rFitness tlp,clim-gs tmax,clim-gs prec,clim-aet9,clim-aet8,clim-gs sum,clim-aet2,clim-aet1,rFitness tli,clim-aet7,clim-aet6,clim-aet5,clim-aet4,clim-pet8,clim-pet9,clim-prec12,clim-prec10,clim-prec11,clim-pet1,clim-pet2,clim-pet3,clim-pet4,clim-pet5,clim-pet6,clim-pet7,rSurvival fruit mlp,clim-cyclevar,clim-pet12,clim-tmin11,clim-pet10,clim-pet11,rSeeds mhi,clim-tmin10,rSurvival fruit mhp,clim-tmin12,rFitness mlp,rFitness mli,clim-tmax12,clim-tmax10,clim-tmax11,rSeeds mli,clim-aet12,clim-aet11,clim-aet10,rSurvival fruit thp,clim-gs8,clim-gs9,clim-gs2,clim-gs3,clim-gs1,clim-gs6,clim-gs7,clim-gs4,clim-gs5,rSeeds thi,rFitness thi,clim-aet3,rFitness thp,rSeeds thp,clim-gs10,clim-gs11,clim-gs12,rSeeds mhp,clim-bio19,clim-bio18,clim-bio17,clim-bio16,clim-bio15,clim-bio14,clim-bio13,clim-bio12,clim-bio11,clim-bio10,rSeeds mlp
8387,19407,11.0,156.0,263.0,-44.0,219.0,7083.0,23.0,62.0,71.0,2.0,0.0,35.0,88.0,156.0,203.0,219.0,206.0,154.0,1.094550983,130.0,93.0,-44.0,-21.0,-38.0,111.0,135.0,13.0,60.0,1.774817444,0.935227955,1.096210665,29.0,29.0,38.0,58.0,39.0,26.0,24.0,58.0,51.0,1.313687426,139.701004,2.343299866,2.041991865,13.0,0.951931326,1.092253153,1.203148454,0.921811755,88.0,310.0,0.734421372,1.631275296,7.0,0.0,0.0,1.433675199,2.382574558,3.010583639,2.976795912,1.763012886,4.0,1.600000024,45.0,47.0,51.0,0.0,0.0,0.660000026,2.299999952,4.599999905,6.099999905,5.800000191,3.786692759,24.43872452,0.0,12.0,0.200000003,0.0,1.002379452,55.0,0.91299059,-22.0,4.232391877,2.439491967,18.0,102.0,50.0,1.331921962,0.0,0.0,0.110996008,0.587158615,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.060358105,0.992292012,0.527999997,0.57808219,0.989343299,1.0,0.0,0.0,1.042548912,110.0,154.0,79.0,167.0,28.0,24.0,58.0,495.0,-14.0,167.0,1.089785769
8420,19408,26.0,180.0,264.0,-21.0,243.0,6497.0,32.0,87.0,97.0,31.0,50.0,101.0,148.0,194.0,226.0,243.0,237.0,202.0,1.094550983,128.0,99.0,-14.0,10.0,-21.0,117.0,133.0,45.0,83.0,1.183211629,1.122273546,0.933986733,44.0,56.0,66.0,60.0,43.0,37.0,41.0,65.0,48.0,1.642109283,137.9862061,4.400459766,0.680663955,10.0,0.828061161,0.991674214,0.949792998,0.825969532,78.0,480.0,1.286636233,2.136432409,9.0,0.272000015,0.0,1.62707098,2.843818426,3.314233065,3.272375107,2.494306326,4.800000191,2.799999952,51.0,47.0,53.0,0.0,0.340000004,1.5,3.299999952,5.0,6.0,6.0,1.89334638,26.39020348,0.0,21.0,0.920000017,0.025,0.854041234,58.0,0.951031864,-7.0,2.455513383,0.537772892,42.0,141.0,78.0,0.440422556,0.0,0.015724346,0.474684745,1.174317229,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.863760236,0.969976891,1.200000048,1.405075083,1.20233908,1.0,1.0,0.0,0.870611639,131.0,191.0,121.0,191.0,18.0,37.0,66.0,611.0,13.0,180.0,1.264525412
9057,19409,23.0,152.0,235.0,-30.0,205.0,6247.0,26.0,62.0,77.0,20.0,22.0,48.0,92.0,148.0,191.0,205.0,200.0,161.0,1.094550983,125.0,97.0,-30.0,-11.0,-26.0,108.0,129.0,19.0,67.0,0.493004845,1.122273546,1.380189109,37.0,42.0,50.0,72.0,56.0,36.0,40.0,65.0,64.0,0.98526557,146.321167,3.122627735,2.722655821,18.0,1.191874611,1.14927235,1.18119732,2.608157209,65.0,453.0,0.994215667,1.960528493,8.0,0.031199999,0.0,1.13138831,2.585877895,3.048315048,2.800613403,1.715509057,3.700000048,1.700000048,61.0,62.0,61.0,0.0,0.039000001,0.800000012,2.200000048,4.0,5.199999809,4.900000095,1.514677104,21.71099472,0.0,18.0,0.389999986,0.0,1.262050486,64.0,1.141238237,,3.469618846,0.220974379,31.0,115.0,65.0,0.434333983,0.0,0.0,0.273509383,1.174317229,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.926658919,1.040610229,0.639999986,1.131669032,0.968382345,1.0,1.0,0.0,1.044266573,153.0,187.0,113.0,201.0,22.0,36.0,72.0,646.0,1.0,159.0,2.233454127
9058,19410,14.0,153.0,257.0,-41.0,216.0,6711.0,26.0,67.0,72.0,9.0,8.0,40.0,92.0,156.0,199.0,216.0,204.0,159.0,1.094550983,123.0,92.0,-41.0,-20.0,-33.0,104.0,128.0,11.0,57.0,0.986009691,0.961948754,0.752548523,30.0,37.0,40.0,60.0,37.0,30.0,26.0,55.0,53.0,1.313687426,146.9169006,2.10277009,2.041991865,11.0,0.784710357,0.776225368,,2.432699791,92.0,321.0,0.840120196,1.716796637,7.0,0.0,0.0,1.018861842,2.464678049,3.060385466,3.072364807,1.972970843,4.300000191,1.899999976,44.0,46.0,53.0,0.0,0.0,0.790000021,2.599999905,4.800000191,6.199999809,6.0,0.0,22.13394928,0.0,16.0,0.270000011,0.0,0.688133403,56.0,1.141238237,-19.0,0.0,0.605340038,24.0,109.0,56.0,0.594910032,0.0,0.0,0.144135088,1.100922402,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.850330421,0.818481953,0.632000029,0.944738803,0.862318906,1.0,0.0,0.0,0.687527688,111.0,155.0,86.0,168.0,25.0,26.0,60.0,511.0,,162.0,
9115,19411,23.0,172.0,330.0,-24.0,306.0,8268.0,29.0,96.0,130.0,49.0,60.0,109.0,185.0,229.0,272.0,306.0,296.0,255.0,0.875640786,186.0,147.0,-15.0,20.0,-24.0,161.0,193.0,72.0,120.0,0.845151164,0.961948754,0.748586634,68.0,92.0,104.0,60.0,31.0,43.0,51.0,60.0,56.0,0.656843713,142.3312836,4.255623817,0.0,20.0,0.867912469,1.022069328,0.472045528,0.0,109.0,602.0,1.660804749,2.553943872,9.0,0.656072021,0.207796618,0.670776479,3.602065802,4.146167278,3.938928366,3.125948906,5.699999809,3.799999952,32.0,62.0,49.0,0.289999992,0.839999974,2.099999905,4.099999905,5.699999809,6.599999905,6.800000191,0.0,23.69351387,0.189999998,43.0,1.799999952,0.620000005,0.855638296,91.0,0.855928678,-1.0,0.0,0.282265622,74.0,187.0,121.0,0.323635884,0.12889713,0.366196543,0.888675332,0.880737922,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.005723786,0.968055179,1.679999948,0.670419142,0.764913936,1.0,1.0,0.0,1.013900815,106.0,224.0,106.0,264.0,35.0,31.0,104.0,708.0,23.0,235.0,
9121,19412,-28.0,98.0,326.0,7.0,229.0,7442.0,34.0,114.0,62.0,0.0,11.0,55.0,115.0,168.0,199.0,226.0,229.0,192.0,1.094550983,99.0,56.0,-87.0,-47.0,7.0,72.0,100.0,-4.0,44.0,0.493004845,0.801623962,1.076840586,72.0,94.0,99.0,66.0,36.0,41.0,44.0,59.0,54.0,1.313687426,144.1808472,2.193971872,0.680663955,-4.0,0.737849784,1.196204466,1.464670878,0.32406244,115.0,501.0,1.669222951,2.651069164,7.0,0.551999986,0.159999996,1.570120142,3.608301163,3.979281187,3.648803949,2.610198975,4.900000095,3.200000048,46.0,57.0,54.0,0.200000003,0.689999998,1.700000048,3.299999952,4.800000191,5.599999905,5.800000191,1.89334638,21.39085388,0.109999999,-26.0,1.600000024,0.479999989,0.984667373,17.0,1.141238237,-68.0,3.894371123,3.114855092,22.0,141.0,72.0,6.122372303,0.086093359,0.319658488,0.90819484,1.467896537,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.058519988,0.849061617,1.360000014,1.27536115,0.873073088,1.0,0.0,0.0,0.646470575,123.0,224.0,121.0,265.0,31.0,36.0,99.0,722.0,-37.0,154.0,2.005499657
9125,19413,-48.0,88.0,344.0,-105.0,239.0,8034.0,33.0,115.0,58.0,-13.0,-5.0,37.0,100.0,149.0,198.0,238.0,239.0,208.0,0.78182213,101.0,61.0,6.0,-58.0,-105.0,65.0,100.0,-10.0,31.0,1.690302327,0.961948754,0.653458825,49.0,78.0,61.0,36.0,19.0,22.0,34.0,31.0,25.0,1.313687426,135.4069824,0.486433923,2.722655821,-10.0,0.944002082,0.866682366,0.754586974,4.022025763,100.0,262.0,1.04996717,1.756865382,5.0,0.355361044,0.123637848,1.137594348,2.498119354,2.807659864,2.425450802,1.648806453,5.099999905,3.400000095,21.0,38.0,31.0,0.270000011,0.720000029,1.600000024,3.099999905,4.5,5.5,5.900000095,1.89334638,27.50527573,0.189999998,-26.0,1.700000048,0.589999974,0.836535538,18.0,0.91299059,-73.0,4.948726582,2.94093024,12.0,146.0,73.0,1.685983848,0.084804393,0.230011314,0.560927987,1.048497526,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.992992873,0.955801093,0.833424449,1.128935687,1.081968596,1.0,0.0,0.0,1.033864856,62.0,92.0,62.0,188.0,45.0,19.0,78.0,445.0,-48.0,157.0,2.548465247
9298,19414,53.0,122.0,191.0,1.0,192.0,4245.0,38.0,74.0,87.0,61.0,65.0,88.0,117.0,147.0,178.0,192.0,188.0,164.0,1.094550983,104.0,85.0,1.0,17.0,2.0,91.0,107.0,36.0,61.0,0.493004845,1.122273546,0.782123022,40.0,52.0,50.0,61.0,58.0,41.0,48.0,68.0,68.0,0.656843713,139.2740784,5.357530594,1.36132791,12.0,1.367755136,1.02002465,1.621840395,1.036058098,71.0,578.0,1.119265199,1.949693799,10.0,0.0152,0.0,0.669434572,2.580895185,3.084432364,2.973211765,2.006004572,3.900000095,2.0,58.0,68.0,65.0,0.0,0.018999999,1.100000024,2.599999905,4.300000191,5.300000191,5.099999905,0.0,25.32378769,0.0,26.0,0.430000007,0.0,0.715176444,60.0,1.141238237,12.0,0.0,0.452117011,71.0,132.0,90.0,0.888654073,0.0,0.0,0.293902159,0.587158615,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.895793045,1.005948777,0.879999995,0.62273711,1.065766767,1.0,1.0,1.0,1.198365126,157.0,179.0,129.0,204.0,17.0,40.0,68.0,677.0,35.0,143.0,
9314,19415,90.0,81.0,181.0,-7.0,174.0,4076.0,37.0,67.0,76.0,53.0,55.0,77.0,96.0,128.0,161.0,174.0,171.0,145.0,1.094550983,98.0,78.0,-7.0,11.0,-4.0,84.0,100.0,22.0,52.0,1.109260902,0.961948754,1.017516791,43.0,51.0,55.0,62.0,71.0,50.0,58.0,76.0,73.0,1.313687426,139.2281494,4.359061718,1.36132791,11.0,1.063021889,0.634903793,1.825820448,2.226808749,77.0,572.0,1.065876365,1.951725841,9.0,0.0,0.0,0.83336525,2.649564266,3.222159863,2.994122505,2.015914679,3.799999952,1.799999952,71.0,75.0,79.0,0.0,0.0,0.949999988,2.599999905,4.300000191,5.5,5.199999809,0.0,23.46741867,0.0,21.0,0.239999995,0.0,0.930421456,52.0,1.141238237,5.0,0.0,0.86453731,61.0,117.0,80.0,0.755236743,0.0,0.0,0.177225605,0.880737922,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.864155196,0.831788931,0.75999999,0.747377919,0.852719963,1.0,1.0,0.0,0.931371651,192.0,193.0,149.0,227.0,18.0,43.0,79.0,764.0,27.0,131.0,
9332,19416,-32.0,137.0,332.0,-124.0,208.0,8638.0,24.0,82.0,35.0,-48.0,-36.0,10.0,61.0,131.0,187.0,208.0,192.0,140.0,0.78182213,104.0,62.0,-122.0,-78.0,-124.0,88.0,116.0,-22.0,30.0,1.972019382,1.122273546,0.866546059,39.0,39.0,46.0,61.0,48.0,37.0,38.0,73.0,69.0,1.313687426,143.7474213,1.208419323,0.680663955,15.0,1.000325157,1.061934032,,1.253438057,80.0,347.0,0.769589484,1.80690968,6.0,0.0,0.0,1.393878773,2.717464209,3.338228941,3.019630432,1.576875567,3.900000095,1.399999976,59.0,59.0,72.0,0.0,0.0,0.419999987,2.0,4.300000191,6.0,5.900000095,0.0,23.01327896,0.0,-43.0,0.0,0.0,1.109322493,15.0,0.951031864,5.0,0.0,1.536613335,-21.0,80.0,15.0,0.755068747,0.0,0.0,0.0,0.587158615,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.792863354,0.890361815,0.335999995,0.508158054,0.869673507,1.0,0.0,0.0,1.051727536,144.0,180.0,114.0,203.0,24.0,37.0,73.0,640.0,-75.0,149.0,
9336,19417,-32.0,136.0,333.0,-126.0,207.0,8658.0,24.0,82.0,34.0,-49.0,-37.0,9.0,61.0,130.0,187.0,207.0,192.0,139.0,1.094550983,103.0,61.0,-122.0,-79.0,-126.0,88.0,116.0,-23.0,29.0,0.986009691,1.122273546,0.959512237,38.0,39.0,46.0,61.0,47.0,37.0,37.0,73.0,68.0,0.98526557,143.813385,1.206220508,0.0,14.0,0.50069086,1.633040729,1.4510257,0.0,79.0,346.0,0.769986212,1.814545512,6.0,0.0,0.0,1.60762868,2.676383257,3.329995632,3.010695219,1.57430625,3.900000095,1.399999976,59.0,59.0,71.0,0.0,0.0,0.419999987,2.0,4.300000191,6.0,5.800000191,0.0,22.8675766,0.0,-44.0,0.0,0.0,0.877381858,14.0,0.456495295,6.0,0.0,0.558537185,-22.0,79.0,14.0,0.548913591,0.0,0.0,0.0,0.880737922,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.876721098,0.984531551,0.335999995,0.8282532,0.94499452,1.0,0.0,0.0,1.096706657,143.0,180.0,112.0,202.0,25.0,37.0,73.0,635.0,-76.0,148.0,
9339,19418,-2.0,133.0,271.0,-66.0,205.0,6814.0,28.0,78.0,54.0,-7.0,-5.0,28.0,83.0,149.0,192.0,205.0,193.0,145.0,1.094550983,94.0,65.0,-66.0,-41.0,-58.0,82.0,102.0,-8.0,38.0,0.493004845,0.801623962,0.764442488,38.0,46.0,51.0,73.0,49.0,36.0,36.0,70.0,65.0,1.313687426,150.0670776,0.997764051,1.36132791,32.0,0.852855703,0.807090668,0.744622357,1.992277868,94.0,362.0,0.988837123,1.973696113,6.0,0.0,0.0,1.059375174,2.726320267,3.199687481,2.947338581,1.718325019,3.799999952,1.700000048,54.0,57.0,59.0,0.0,0.0,0.689999998,2.200000048,4.199999809,5.5,5.300000191,1.89334638,19.92392159,0.0,-8.0,0.239999995,0.0,0.699009293,32.0,1.141238237,-46.0,4.857809173,0.066389546,4.0,94.0,37.0,0.13049131,0.0,0.0,0.167275473,1.174317229,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.618982042,0.49649879,0.551999986,0.679886307,0.581786615,1.0,0.0,0.0,0.747233554,139.0,194.0,110.0,208.0,23.0,36.0,73.0,634.0,-30.0,144.0,2.50164515
9343,19419,15.0,86.0,233.0,-30.0,203.0,6413.0,23.0,55.0,74.0,12.0,9.0,36.0,81.0,142.0,184.0,203.0,197.0,157.0,1.094550983,133.0,101.0,-30.0,-15.0,-23.0,107.0,134.0,15.0,60.0,1.267726745,0.961948754,0.937517476,28.0,31.0,32.0,50.0,47.0,30.0,31.0,51.0,55.0,1.313687426,144.9620667,3.16793108,1.36132791,15.0,1.004421676,1.240738628,1.212272601,1.022376545,60.0,349.0,0.785613418,1.549140334,8.0,0.0144,0.0,1.62857502,2.199858904,2.887156725,2.95735693,1.82940805,4.0,1.799999952,49.0,48.0,54.0,0.0,0.017999999,0.75,2.400000095,4.599999905,5.900000095,5.5,0.0,22.03552437,0.0,25.0,0.310000002,0.0,0.85726976,64.0,0.91299059,-6.0,0.0,1.591192735,30.0,110.0,60.0,1.216270604,0.0,0.0,0.16576691,0.978597691,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.927043549,0.89232185,0.600000024,1.05990421,1.088366822,1.0,1.0,0.0,1.100035997,108.0,133.0,89.0,157.0,24.0,28.0,55.0,506.0,-3.0,159.0,
9363,19420,-34.0,134.0,334.0,-128.0,206.0,8668.0,24.0,83.0,33.0,-51.0,-38.0,8.0,59.0,129.0,186.0,206.0,190.0,138.0,0.78182213,101.0,59.0,-124.0,-80.0,-128.0,86.0,114.0,-24.0,28.0,0.986009691,1.122273546,0.830212311,39.0,39.0,47.0,62.0,48.0,37.0,38.0,74.0,69.0,0.656843713,146.9103241,1.102989197,0.680663955,13.0,1.018993319,1.138652462,,0.83223332,78.0,350.0,0.778871179,1.83324182,6.0,0.0,0.0,0.74728912,2.69806242,3.345392227,3.019630432,1.576875567,3.900000095,1.399999976,60.0,59.0,72.0,0.0,0.0,0.409999996,2.0,4.300000191,6.0,5.800000191,0.0,21.82003975,0.0,-46.0,0.0,0.0,1.062809278,13.0,1.141238237,7.0,0.0,2.191860085,-24.0,78.0,12.0,2.154094345,0.0,0.0,0.0,0.978597691,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.980316391,1.100865965,0.328000009,0.902878712,0.92712457,1.0,0.0,0.0,0.892795812,145.0,183.0,114.0,205.0,25.0,37.0,74.0,644.0,-78.0,147.0,
9371,19421,-34.0,134.0,335.0,-129.0,206.0,8710.0,24.0,83.0,33.0,-51.0,-38.0,9.0,60.0,129.0,187.0,206.0,190.0,137.0,1.094550983,101.0,59.0,-125.0,-80.0,-129.0,87.0,114.0,-24.0,28.0,0.986009691,0.961948754,0.710220529,38.0,39.0,48.0,63.0,47.0,36.0,38.0,73.0,68.0,0.98526557,142.5055237,1.249815822,0.0,13.0,1.394135714,1.107972321,0.313029138,0.0,78.0,349.0,0.756076634,1.782379746,6.0,0.0,0.0,1.090730958,2.68442297,3.276428938,2.913470984,1.501414776,3.599999905,1.299999952,58.0,58.0,70.0,0.0,0.0,0.389999986,1.899999976,4.099999905,5.699999809,5.5,0.0,23.14894104,0.0,-47.0,0.0,0.0,0.649428515,13.0,1.141238237,-100.0,0.0,2.400020194,-25.0,78.0,12.0,2.358667856,0.0,0.0,0.0,1.467896537,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.042974355,1.003910557,0.312000006,1.479963721,1.013137727,1.0,0.0,0.0,1.221478594,141.0,184.0,112.0,204.0,24.0,36.0,73.0,636.0,-79.0,147.0,
9380,19422,25.0,153.0,229.0,-27.0,202.0,6156.0,26.0,61.0,79.0,23.0,24.0,50.0,92.0,147.0,190.0,202.0,199.0,163.0,1.094550983,126.0,100.0,-27.0,-8.0,-23.0,112.0,131.0,23.0,71.0,0.422575582,1.122273546,1.004538044,36.0,41.0,52.0,68.0,58.0,35.0,46.0,68.0,64.0,1.313687426,144.8755341,3.170815468,0.680663955,15.0,0.979984598,1.075513681,1.48169386,0.214896616,68.0,458.0,1.07369411,1.991804123,8.0,0.037599999,0.0,1.411703218,2.544420004,3.077755213,2.883793354,1.783581972,3.900000095,1.899999976,65.0,65.0,64.0,0.0,0.046999998,0.860000014,2.299999952,4.199999809,5.400000095,5.0,0.0,21.77757645,0.0,15.0,0.419999987,0.0,0.918553637,66.0,1.141238237,-2.0,0.0,1.654635803,35.0,118.0,68.0,3.794295015,0.0,0.0,0.286400437,1.223247114,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.941321994,1.057076424,0.688000023,0.712767444,0.585526451,1.0,1.0,0.0,0.858618136,158.0,188.0,117.0,200.0,22.0,35.0,68.0,662.0,4.0,159.0,
9394,19423,20.0,157.0,245.0,-32.0,213.0,6547.0,25.0,63.0,77.0,12.0,12.0,43.0,95.0,154.0,195.0,213.0,206.0,165.0,1.094550983,129.0,99.0,-32.0,-13.0,-27.0,106.0,131.0,18.0,62.0,1.479014536,0.961948754,0.884959808,29.0,37.0,39.0,60.0,38.0,30.0,30.0,52.0,53.0,1.313687426,145.0500336,3.16499877,0.680663955,18.0,0.725988703,1.230847426,0.979137079,1.017192833,62.0,361.0,0.877588868,1.726003766,8.0,0.0184,0.0,1.615591975,2.412162781,3.027947903,3.010701656,1.969667435,4.300000191,2.0,43.0,43.0,48.0,0.0,0.023,0.829999983,2.599999905,4.699999809,6.099999905,5.800000191,4.544031311,22.75154495,0.0,24.0,0.360000014,0.0,0.809210816,63.0,1.141238237,-10.0,12.63360944,1.163405984,29.0,116.0,62.0,0.762240336,0.0,0.0,0.188367561,0.733948268,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.68279081,0.657217408,0.663999975,0.580522404,0.79481563,1.0,1.0,0.0,0.636078433,111.0,151.0,89.0,165.0,23.0,29.0,60.0,502.0,-3.0,163.0,2.710824868
9399,19424,26.0,155.0,224.0,-22.0,202.0,6128.0,25.0,56.0,80.0,22.0,22.0,47.0,90.0,144.0,187.0,202.0,201.0,163.0,0.875640786,132.0,104.0,-22.0,-4.0,-18.0,112.0,134.0,24.0,70.0,0.0,1.122273546,0.812656126,34.0,40.0,48.0,63.0,50.0,32.0,38.0,58.0,59.0,0.656843713,149.9529114,3.00156951,1.36132791,24.0,0.819749917,0.669256188,0.394877968,1.344368424,70.0,414.0,0.974218726,1.877233982,8.0,0.066399999,0.0,0.439227846,2.504027367,3.032907009,2.89763093,1.847771287,4.0,1.899999976,54.0,56.0,56.0,0.0,0.082999997,0.829999983,2.400000095,4.300000191,5.5,5.199999809,0.0,21.89325142,0.0,24.0,0.439999998,0.0,0.928870047,70.0,1.141238237,0.0,0.0,0.0,36.0,119.0,70.0,,0.0,0.0,0.27082181,1.467896537,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.808293081,0.907688937,0.663999975,1.219268645,0.834673881,1.0,1.0,0.0,0.718227763,136.0,169.0,104.0,180.0,20.0,32.0,63.0,588.0,6.0,161.0,
9402,19425,0.0,135.0,274.0,-66.0,208.0,6837.0,28.0,79.0,56.0,-5.0,-2.0,32.0,85.0,151.0,196.0,208.0,195.0,148.0,0.78182213,95.0,66.0,-66.0,-39.0,-58.0,84.0,103.0,-6.0,40.0,0.493004845,1.122273546,0.58202126,36.0,45.0,50.0,72.0,47.0,34.0,34.0,69.0,65.0,1.642109283,144.9883118,1.167056322,0.680663955,33.0,1.964391352,1.147754848,0.719532858,0.271086389,97.0,358.0,0.978127182,1.949339509,6.0,0.0,0.0,1.883157371,2.694755793,3.167620659,2.92476368,1.712693214,3.799999952,1.700000048,52.0,57.0,59.0,0.0,0.0,0.699999988,2.200000048,4.199999809,5.5,5.300000191,0.0,21.23591805,0.0,-7.0,0.230000004,0.0,0.745083621,33.0,1.141238237,-46.0,0.0,0.087270536,6.0,97.0,40.0,0.171533729,0.0,0.0,0.159024984,1.100922402,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.959744549,1.077764402,0.560000002,0.856480768,0.781760585,1.0,0.0,0.0,1.721110766,133.0,191.0,104.0,206.0,24.0,34.0,72.0,620.0,-29.0,146.0,
9408,19426,20.0,150.0,234.0,-32.0,202.0,6241.0,26.0,62.0,74.0,18.0,19.0,45.0,89.0,144.0,188.0,202.0,197.0,158.0,0.912125819,123.0,94.0,-32.0,-14.0,-27.0,106.0,126.0,17.0,64.0,0.0,0.801623962,0.794846074,38.0,43.0,51.0,73.0,57.0,37.0,42.0,66.0,65.0,0.98526557,147.3684845,2.087717295,1.36132791,17.0,0.83821845,1.0110633,1.524017478,0.987928325,89.0,398.0,1.015080094,1.942953229,7.0,0.0352,0.0,0.995329957,2.624296665,3.092270136,2.754221916,1.718325019,3.599999905,1.700000048,62.0,62.0,62.0,0.0,0.044,0.790000021,2.200000048,3.900000095,5.199999809,4.900000095,0.0,20.54322243,0.0,15.0,0.379999995,0.0,0.872172545,61.0,1.141238237,-10.0,0.0,0.0,29.0,112.0,63.0,,0.0,0.0,0.271370679,0.880737922,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.869196119,0.697200876,0.632000029,0.695336143,0.79334296,1.0,0.0,0.0,0.734409056,156.0,190.0,117.0,204.0,21.0,37.0,73.0,658.0,-1.0,157.0,
9409,19427,23.0,153.0,232.0,-27.0,205.0,6234.0,26.0,61.0,77.0,19.0,20.0,46.0,91.0,146.0,190.0,205.0,201.0,161.0,0.938186556,127.0,98.0,-27.0,-10.0,-23.0,108.0,129.0,19.0,65.0,0.845151164,1.122273546,0.687759964,36.0,41.0,46.0,68.0,51.0,34.0,36.0,59.0,59.0,0.656843713,147.5238342,3.082538843,0.680663955,19.0,1.435467292,0.679039818,,1.046248282,65.0,422.0,0.953009188,1.889244795,8.0,0.042399999,0.0,0.445648769,2.556176662,3.08306551,2.883793354,1.783581972,3.900000095,1.799999952,54.0,56.0,57.0,0.0,0.052999999,0.810000002,2.299999952,4.199999809,5.5,5.199999809,1.514677104,20.75061798,0.0,21.0,0.389999986,0.0,0.733705565,64.0,1.141238237,-7.0,2.550841855,0.391487015,32.0,115.0,65.0,0.448865312,0.0,0.0,0.247252256,0.587158615,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.928407851,1.042574228,0.648000002,0.396563121,0.678687345,1.0,1.0,0.0,1.257691451,139.0,173.0,106.0,186.0,21.0,34.0,68.0,597.0,2.0,160.0,1.642021364
9416,19428,50.0,82.0,234.0,-32.0,202.0,6391.0,23.0,55.0,72.0,11.0,6.0,33.0,79.0,139.0,182.0,202.0,196.0,153.0,1.094550983,131.0,96.0,-32.0,-18.0,-24.0,105.0,131.0,12.0,57.0,0.845151164,0.961948754,0.77237831,30.0,30.0,32.0,52.0,51.0,32.0,32.0,51.0,56.0,0.98526557,143.0741272,2.230862379,0.0,12.0,1.286246056,1.30046653,1.056850062,0.0,79.0,301.0,0.790572524,1.556541085,7.0,0.0088,0.0,1.28022973,2.248108625,2.892357826,2.970326662,1.835529089,4.0,1.799999952,54.0,50.0,57.0,0.0,0.011,0.720000029,2.400000095,4.599999905,5.900000095,5.599999905,0.0,23.38523293,0.0,21.0,0.280000001,0.0,0.706265841,60.0,1.141238237,-8.0,0.0,0.602220382,28.0,106.0,57.0,0.690484815,0.0,0.0,0.151702926,1.174317229,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.079773881,1.039331785,0.575999975,1.134253565,0.97059396,1.0,0.0,0.0,1.12695056,115.0,135.0,92.0,163.0,25.0,30.0,57.0,527.0,-5.0,157.0,
