accession_id,replicate_id,Raffinose 22C,Raffinose 32C
6967,82770,21.690000000000001,361.60000000000002
6979,82771,2.46,43.439999999999998
7000,82772,10.66,92.069999999999993
7003,82773,34.119999999999997,142.24000000000001
7013,82774,11.390000000000001,40.219999999999999
7028,82775,25.390000000000001,198.91999999999999
7036,82776,23.73,110.56
7067,82777,48.619999999999997,81.319999999999993
7077,82778,22.760000000000002,120.48999999999999
7103,82779,17.75,105.7
7126,82780,23.699999999999999,119.64
7143,82781,9.5500000000000007,146.66
7186,82782,19.719999999999999,107.81999999999999
7209,82783,6.4100000000000001,33.530000000000001
7244,82784,46.789999999999999,127.04000000000001
7268,82785,6.1399999999999997,89.280000000000001
7276,82786,28.399999999999999,283.36000000000001
7287,82787,6.46,82.340000000000003
7296,82788,7.1100000000000003,64.260000000000005
7316,82789,40.780000000000001,328.76999999999998
7333,82790,7.5199999999999996,173.93000000000001
7347,82791,112.48,149.16999999999999
7372,82792,17.359999999999999,126.81999999999999
7384,82793,12.07,96.560000000000002
7404,82794,36.659999999999997,139.47
7521,82795,19.390000000000001,98.180000000000007
8230,82796,61.740000000000002,194.72
8249,82797,33.0,207.84999999999999
8312,82798,20.530000000000001,101.31999999999999
8357,82799,24.609999999999999,163.41
9057,82800,7.3799999999999999,76.870000000000005
9323,82801,51.399999999999999,206.08000000000001
9394,82802,23.710000000000001,101.48999999999999
9427,82803,65.5,209.91
9481,82804,28.550000000000001,70.260000000000005
9507,82805,6.2199999999999998,59.689999999999998
9512,82806,15.619999999999999,106.63
9518,82807,22.07,145.31999999999999
9522,82808,15.25,124.33
9524,82809,17.079999999999998,84.870000000000005
9527,82810,37.490000000000002,118.88
9529,82811,11.369999999999999,62.57
9535,82812,19.379999999999999,165.96000000000001
9539,82813,15.48,90.849999999999994
9544,82814,7.7699999999999996,80.689999999999998
9548,82815,40.090000000000003,146.34999999999999
9556,82816,36.789999999999999,190.31
9559,82817,26.190000000000001,143.16
9562,82818,16.149999999999999,133.09999999999999
9565,82819,20.77,198.31
9577,82820,16.800000000000001,101.56
9584,82821,27.239999999999998,144.41
9587,82822,20.52,109.90000000000001
9594,82823,3.5299999999999998,42.289999999999999
9596,82824,89.200000000000003,161.13999999999999
9598,82825,16.280000000000001,106.36
9602,82826,44.549999999999997,94.409999999999997
9612,82827,14.73,84.739999999999995
9625,82828,64.439999999999998,262.19999999999999
9634,82829,230.55000000000001,597.25999999999999
9640,82830,44.619999999999997,165.75999999999999
9698,82831,14.529999999999999,26.800000000000001
9713,82832,21.870000000000001,92.579999999999998
9726,82833,20.219999999999999,93.890000000000001
9743,82834,29.870000000000001,117.5
9749,82835,73.030000000000001,243.49000000000001
9759,82836,35.640000000000001,180.87
9766,82837,38.420000000000002,83.200000000000003
9774,82838,25.68,113.37
9779,82839,34.100000000000001,69.519999999999996
9782,82840,30.27,294.47000000000003
9803,82841,18.100000000000001,190.09999999999999
9813,82842,5.8200000000000003,80.25
9820,82843,27.07,145.27000000000001
9857,82844,12.220000000000001,80.519999999999996
9925,82845,17.399999999999999,215.93000000000001
9944,82846,3.4100000000000001,24.899999999999999
9965,82847,15.1,99.739999999999995
9985,82848,34.969999999999999,144.81
10002,82849,15.02,114.84999999999999
10011,82850,15.65,73.859999999999999
10014,82851,11.59,50.829999999999998
