accession_id,replicate_id,FT Diameter Field,At2 CFU2,Leaf serr 16,Seed bank 133-91,Na23,Leaf serr 10,Emco5,Leaf roll 16,Leaf roll 10,Bs,2W,Rosette Erect 22,Leaf serr 22,Width 16,Storage 28 days,LY ,avrRpm1,Width 10,Chlorosis 22,Storage 7 days,As2 CFU2,Co59,FW ,Cu65,Anthocyanin 22,Width 22,Storage 56 days,YEL ,FLC,FT16,FT10,FT Duration GH,Se82,LDV,Noco2,8W GH LN,0W,MT GH,After Vern Growth,Aphid number,LN22,Bs CFU2,avrRpt2,Hypocotyl length,Germ 22,Leaf roll 22,Silique 16,8W,FT GH,DSDS50,Ca43,LC Duration GH,At1 CFU2,B11,Chlorosis 10,RP GH,Chlorosis 16,LFS GH,Germ 10,Germ 16,Anthocyanin 16,Anthocyanin 10,0W GH FT,Ni60,P31,Emwa1,As75,Germ in dark,FRI,As CFU2,Trichome avg C,Vern Growth,Mo98,Hiks1,Bacterial titer,Zn66,Trichome avg JA,LES,SD,Emoy*,K39,0W GH LN,At2,At1,LN10,FT Field,LN16,avrB,LD,Seedling Growth,S34,Cd114,DW ,Seed Dormancy,Mn55,Silique 22,avrPphB,Fe56,8W GH FT,4W,Li7,FT22,As2,SDV,Mg25,Secondary Dormancy,As
7123,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,
7147,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,
7163,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,
9058,947,,,0.0,,,0.0,,0.0,1.0,,,1.0,0.5,,,,,,1.0,,,,,,0.0,,,,,128.0,101.0,,,,,,,,,,96.0,,,,2.0,0.0,,,,,,,,,1.0,,0.0,,7.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,60.0,,,,,,,,,,,,,,,250.0,,,,,
9058,948,,4.17,,,,,,,,6.5,,,,,,,,,,,4.876,,,,,,,,,,,,,,,,,,,,,4.466,,,,,,,,,,,5.757000000000001,,,,,,,,,,,,,,,,,4.513,,,,,,,,,,,,,1.6669999999999998,1.3330000000000002,,,,,,,,,,,,,,,,,,,1.6669999999999998,,,,3.833
8430,949,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,1.1159999999999999,,,,,,,17.0,62.9,,,,,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,1.9580000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,32.6,,,,,,,
8430,950,30.769000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4879,,,,,,27.1982,,,,,,,,,,,131.032,,,131.937,,,,63.7053,,104.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.38299999999998,,,,,,,,,,,,,,,,,,,,,
9057,951,,4.23,,,,,,,,7.0,,,,,,,,,,,3.697,,,,,,,,,,,,,,,,,,,,,1.213,,,,,,,,,,,4.977,,,,,,,,,,,,,,,,,3.826,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,0.0,,,,3.667
8430,952,,4.151,,,,,,,,2.167,,,,,,,,,,,4.898,,,,,,,,,,,,,,,,,,,,,5.223,,,,,,,,,,,4.371,,,,,,,,,,,,,,,,,5.445,,,,,,,,,,,,,0.16699999999999998,1.6669999999999998,,,,,,,,,,,,,,,,,,,1.167,,,,1.2
9057,953,,,,,,,,,,,33.2,,,,,,,,,,,,,,,,,,0.175,,,,,,,23.4,46.9,,,,,,,,,,,28.2,,,,,,,,,,,,,,,,,,,,,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,,,,,,,,
9057,954,30.5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8109,,,,,,13.4604,,,,,,,,,,,40.2577,,,81.0544,,,,44.7243,,66.9444,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.312,,,,,,,,,,,,,,,,,,,,,
9058,955,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,3.971,,,,,,,15.0,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,200.0,,,,,,2.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,
9057,956,,,0.75,,,1.0,,0.0,0.0,,,0.0,0.75,7.8,,,,3.2,1.0,,,,,,0.0,12.5,,,,60.0,76.0,,,,,,,,,,26.0,,,,3.0,0.0,,,,,,,,,0.0,,0.0,,5.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,40.0,,42.0,,,,,,,,,,,,,,,38.0,,,,,
5837,957,25.1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.505,,,,,,14.6875,,,,,,,,,,,34.8845,,,72.08,,,,37.0721,,57.1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.042,,,,,,,,,,,,,,,,,,,,,
6907,958,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6907,959,,,0.5,,,0.0,,0.0,1.0,,,1.0,0.75,8.4,,,,4.2,1.0,,,,,,0.0,8.9,,,,57.0,58.0,,,30.1667,,,,,,,44.0,,,,2.0,0.0,1.4,,,,,,,,0.0,,1.0,,5.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,102.542,,,,,,21.0,,53.0,,46.8681,,,,,55.0,,1.1,,,,,,53.0,,53.6667,,,
6906,960,,,1.0,,,0.5,,0.0,0.0,,,1.0,1.0,6.5,,,,4.8,1.0,,,,,,1.0,7.5,,,,38.0,43.0,,,18.6667,,,,,,,32.0,,,,3.0,0.0,1.6,,,,,,,,0.0,,1.0,,5.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,61.8333,,,,,,14.0,,25.0,,28.6667,,,,,119.0,,1.1,,,,,,46.0,,27.0,,,
6906,961,28.4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7219,,,,,,18.6897,,,,,,,,,,,30.4244,,,64.1611,,,,33.8987,,46.1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.65799999999999,,,,,,,,,,,,,,,,,,,,,
6906,962,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6906,963,,4.938,,,,,,,,6.832999999999999,,,,,,,0.0,,,,4.9239999999999995,,,,,,,,,,,,,,,,,,,8.0,,4.518,1.0,,,,,,,,,,5.421,,,,,,,,,,,,,,,,,3.557,2.5,,,,11.2,,11.3,,,,,,5.5,4.167,,,,0.0,,,,,,,,,1.0,,,,,,1.8330000000000002,,,,3.667
6906,964,,,,,2331.95,,,,,,,,,,,,,,,,,1.3519700000000001,,1.16088,,,,,,,,,8.25758,,,,,,,,,,,,,,,,,,25865.8,,,61.7986,,,,,,,,,,3.02628,9299.09,,0.139104,,,,,,3.07574,,,84.9882,,,,,28791.5,,,,,,,,,,14401.2,5.16177,,,108.04,,,65.0957,,,5.48502,,,,12545.7,,
6907,965,,,,,,,,,,,,,,,,0.0,,,,,,,0.9221,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0655,,,,,,,,,,,,,,
6906,966,,,,-9.96e-21,,,,,,,,,,,23.329,,,,,0.8775,,,,,,,87.8445,,,,,,,,,,,,0.061172800000000006,,,,,,,,,,,37.63,,,,,,,,,,,,,,,,,,79.6342,,,,0.00188348,,,,,,,,,,,,,,,,,,0.010295200000000001,,,,,,,,,,,,,,,,0.0329185,
6906,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6928,968,,5.257999999999999,,,,,,,,6.0,,,,,,,0.0,,,,4.257,,,,,,,,,,,,,,,,,,,50.5,,4.122,0.0,,,,,,,,,,3.761,,,,,,,,,,,,,,,,,4.821000000000001,17.3,,,,15.7,,29.5,,,,,,2.0,2.167,,,,0.0,,,,,,,,,0.0,,,,,,0.16699999999999998,,,,1.5
8426,969,34.0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1329,,,,,,18.7515,,,,,,,,,,,25.5211,,,62.5517,,,,37.5198,,45.0896,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.09799999999998,,,,,,,,,,,,,,,,,,,,,
8426,970,,3.991,,,,,,,,4.0,,,,,,,,,,,3.9560000000000004,,,,,,,,,,,,,,,,,,,,,5.1979999999999995,,,,,,,,,,,3.175,,,,,,,,,,,,,,,,,4.831,,,,,,,,,,,,,0.0,0.16699999999999998,,,,,,,,,,,,,,,,,,,0.5,,,,1.167
8424,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,972,38.9751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7236,,,,,,9.35774,,,,,,,,,,,59.1042,,,97.6757,,,,38.8292,,88.7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.533,,,,,,,,,,,,,,,,,,,,,
8424,973,,,0.75,,,0.75,,0.0,1.0,,,1.0,1.0,6.2,,,,4.1,1.0,,,,,,0.0,9.5,,,,51.0,46.0,,,21.6667,,,,,,,36.0,,,,2.0,0.0,1.8,,,,,,,,0.0,,1.0,,5.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,92.2167,,,,,,13.0,,37.0,,44.2014,,,,,189.0,,1.5,,,,,,63.0,,35.3333,,,
8424,974,,,,,,,,,,,,,,,,1.0,,,,,,,0.4589,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0301,,,,,,,,,,,,,,
8424,975,,5.377000000000001,,,,,,,,8.667,,,,,,,1.0,,,,5.962999999999999,,,,,,,,,,,,,,,,,,,41.5,,5.102,1.0,,,,,,,,,,5.614,,,,,,,,,,,,,,,,,2.173,9.0,,,,13.8,,24.3,,,,,,4.333,5.0,,,,1.0,,,,,,,,,0.0,,,,,,6.667000000000001,,,,4.667
8424,976,,,,2.1e-15,,,,,,,,,,,1.04e-14,,,,,-4.900000000000001e-16,,,,,,,-2.11e-14,,,,,,,,,,,,0.103447,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,0.00349692,,,,,,,,,,,,,,,,,,0.00929748,,,,,,,,,,,,,,,,,
8426,977,,,0.75,,,0.75,,0.0,1.0,,,0.0,0.75,8.0,,,,3.5,1.0,,,,,,0.0,12.5,,,,31.0,49.0,,,,,,,,,,12.0,,,,3.0,0.0,,,,,,,,,0.0,,0.0,,6.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,14.0,,11.0,,,,,,,,,,,,,,,26.0,,,,,
8426,978,,,,,,,,,,,18.6,,,,,,,,,,,,,,,,,,0.017,,,,,,,15.6,24.8,,,,,,,,,,,17.9,,,,,,,,,,,,,,,23.9,,,,,,0.7090000000000001,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,27.0,,,,,,,,
6928,979,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,0.068,,,,,,,21.0,70.6,,,,,,,,,,,33.0,,,,,,,,,,,,,,,45.0,,,,,,1.0219,,,,,,,,,,,,,49.7,,,,,,,,,,,,,,,,,33.3,47.5,,,,,,,
6966,980,,,0.5,,,1.0,,0.0,1.0,,,1.0,0.75,9.5,,,,4.5,1.0,,,,,,1.0,11.0,,,,58.0,53.0,,,23.8333,,,,,,,39.0,,,,2.0,1.0,1.3,,,,,,,,0.0,,0.0,,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,96.8611,,,,,,20.0,,42.0,,42.6944,,,,,,,1.0,,,,,,50.0,,46.8333,,,
6966,981,,,,-0.142506,,,,,,,,,,,0.25,,,,,0.1625,,,,,,,3.25,,,,,,,,,,,,0.06377669999999999,,,,,,,,,,,79.6785,,,,,,,,,,,,,,,,,,66.2946,,,,0.00171113,,,,,,,,,,,,,,,,,,0.00595601,,,,,,,,,,,,,,,,-0.05952380000000001,
6966,982,,5.447,,,,,,,,3.5,,,,,,,1.0,,,,4.893,,,,,,,,,,,,,,,,,,,42.8,,3.324,1.0,,,,,,,,,,5.367999999999999,,,,,,,,,,,,,,,,,3.975,26.5,,,,15.4,,38.8,,,,,,0.667,1.3330000000000002,,,,1.0,,,,,,,,,1.0,,,,,,0.33299999999999996,,,,0.0
6966,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965,984,,,,0.88459,,,,,,,,,,,9.48457,,,,,0.0,,,,,,,97.9452,,,,,,,,,,,,0.10057100000000001,,,,,,,,,,,40.6665,,,,,,,,,,,,,,,,,,2.77778,,,,0.00656676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2402599999999997,
6965,985,,,1.0,,,0.5,,0.0,1.0,,,0.0,1.0,6.8,,,,3.8,1.0,,,,,,1.0,9.2,,,,129.0,102.0,,,40.0,,,,,,,157.0,,,,2.0,0.0,1.4,,,,,,,,0.0,,1.0,,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,200.0,,,,,,31.0,,42.0,,200.0,,,,,,,1.2,,,,,,81.0,,80.6667,,,
6965,986,,3.617,,,,,,,,2.8,,,,,,,1.0,,,,4.584,,,,,,,,,,,,,,,,,,,19.0,,3.93,1.0,,,,,,,,,,5.215,,,,,,,,,,,,,,,,,4.316,41.0,,,,15.5,,38.5,,,,,,0.667,2.667,,,,1.0,,,,,,,,,0.0,,,,,,2.167,,,,1.0
6965,987,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965,988,,,,,724.816,,,,,,,,,,,,,,,,,1.62849,,1.411,,,,,,,,,8.13804,,,,,,,,,,,,,,,,,,28834.4,,,83.615,,,,,,,,,,3.22326,8927.71,,0.354187,,,,,,3.31825,,,95.9298,,,,,26674.5,,,,,,,,,,11674.6,5.21119,,,162.192,,,70.9449,,,7.305839999999999,,,,13530.4,,
6965,989,,,,,,,,,,,,,,,,0.0,,,,,,,0.3862,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0345,,,,,,,,,,,,,,
7522,990,,,,4.70369,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.07785039999999999,,,,,,,,,,,182.523,,,,,,,,,,,,,,,,,,,,,,0.00101092,,,,,,,,,,,,,,,,,,0.00736444,,,,,,,,,,,,,,,,,
6928,991,,,,0.0,,,,,,,,,,,43.0,,,,,0.0,,,,,,,72.3729,,,,,,,,,,,,0.09123060000000001,,,,,,,,,,,38.9181,,,,,,,,,,,,,,,,,,60.1919,,,,0.00213397,,,,,,,,,,,,,,,,,,0.00778961,,,,,,,,,,,,,,,,0.43567700000000004,
8213,992,,,0.75,,,0.5,,0.0,1.0,,,0.0,0.75,6.0,,,,5.0,0.0,,,,,,0.0,8.5,,,,29.0,44.0,,,18.8333,,,,,,,11.0,,,,2.0,0.0,1.5,,,,,,,,0.0,,1.0,,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,65.1667,,,,,,15.0,,10.0,,25.0,,,,,79.0,,1.0,,,,,,27.0,,37.0,,,
6928,993,,,0.75,,,0.75,,1.0,1.0,,,1.0,1.0,9.5,,,,4.2,0.0,,,,,,0.0,10.2,,,,57.0,55.0,,,30.1667,,,,,,,41.0,,,,3.0,0.0,1.4,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,117.292,,,,,,19.0,,44.0,,38.5208,,,,,15.0,,1.2,,,,,,51.0,,71.0,,,
6928,994,,,,,584.367,,,,,,,,,,,,,,,,,1.3182,,0.879674,,,,,,,,,6.934589999999999,,,,,,,,,,,,,,,,,,29210.5,,,87.545,,,,,,,,,,2.90562,7047.64,,0.130103,,,,,,3.8861199999999996,,,80.7638,,,,,41767.1,,,,,,,,,,10500.8,2.4605599999999996,,,88.3151,,,58.2837,,,7.40693,,,,14468.9,,
7526,995,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6929,996,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,1.02,,,,,,,13.6,42.6,,,,,,,,,,,19.1,,,,,,,,,,,,,,,46.1,,,,,,0.825,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,29.3,23.3,,,,,,,
8213,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,998,,,,,998.867,,,,,,,,,,,,,,,,,1.51997,,1.08796,,,,,,,,,6.01421,,,,,,,,,,,,,,,,,,25090.5,,,97.2421,,,,,,,,,,2.74811,10904.7,,0.230791,,,,,,4.11131,,,58.684,,,,,36756.0,,,,,,,,,,9440.34,3.00015,,,69.3662,,,53.915,,,7.13425,,,,13492.5,,
5837,999,,,,,1159.9,,,,,,,,,,,,,,,,,1.4719799999999998,,0.6477069999999999,,,,,,,,,7.59213,,,,,,,,,,,,,,,,,,24580.4,,,80.9957,,,,,,,,,,2.93497,8640.28,,0.3294,,,,,,1.4341700000000002,,,66.3228,,,,,31498.1,,,,,,,,,,11078.0,4.55296,,,89.0445,,,62.4061,,,7.297280000000001,,,,13203.2,,
5837,1000,,3.7110000000000003,,,,,,,,5.332999999999999,,,,,,,1.0,,,,5.055,,,,,,,,,,,,,,,,,,,16.5,,4.2219999999999995,1.0,,,,,,,,,,5.331,,,,,,,,,,,,,,,,,3.528,15.3,,,,15.7,,23.3,,,,,,0.16699999999999998,0.5,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,1.0
6929,1001,22.4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8167,,,,,,20.967,,,,,,,,,,,38.9847,,,92.7655,,,,54.2687,,70.97800000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.53599999999997,,,,,,,,,,,,,,,,,,,,,
6929,1002,,,1.5,,,1.0,,1.0,1.0,,,1.0,1.5,9.2,,,,6.5,1.0,,,,,,0.0,11.0,,,,56.0,71.0,,,27.6,,,,,,,19.0,,,,2.0,0.0,1.3,,,,,,,,0.0,,1.0,,7.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,86.5069,,,,,,20.0,,38.0,,45.0417,,,,,60.0,,1.1,,,,,,44.0,,42.8333,,,
8213,1003,,,,28.9785,,,,,,,,,,,0.25,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0932407,,,,,,,,,,,134.41299999999998,,,,,,,,,,,,,,,,,,48.3814,,,,0.00463918,,,,,,,,,,,,,,,,,,0.00726701,,,,,,,,,,,,,,,,0.0988183,
8213,1004,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6928,1005,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6945,1006,,,,-24.8829,,,,,,,,,,,0.75,,,,,0.0,,,,,,,51.8419,,,,,,,,,,,,0.0672424,,,,,,,,,,,59.7406,,,,,,,,,,,,,,,,,,28.6276,,,,0.00333583,,,,,,,,,,,,,,,,,,0.00787941,,,,,,,,,,,,,,,,1.37259,
6945,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,,,,,,1.258,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,32.1,,,,,,,,
6945,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6945,1009,,,,,,,,,,,,,,,,1.0,,,,,,,0.4897,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0314,,,,,,,,,,,,,,
6944,1010,,,,,1227.55,,,,,,,,,,,,,,,,,1.22438,,0.8887200000000001,,,,,,,,,6.815580000000001,,,,,,,,,,,,,,,,,,27738.5,,,87.3489,,,,,,,,,,3.08774,7408.84,,0.30492600000000003,,,,,,1.52005,,,66.03,,,,,32658.8,,,,,,,,,,10267.9,3.0653,,,72.6329,,,56.2749,,,9.44487,,,,14380.9,,
6944,1011,39.6698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.276999999999997,,,,,,17.0717,,,,,,,,,,,24.4424,,,64.7063,,,,38.997,,50.1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.702,,,,,,,,,,,,,,,,,,,,,
6944,1012,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6944,1013,,,,-0.379758,,,,,,,,,,,2.0,,,,,1.95,,,,,,,8.98741,,,,,,,,,,,,0.1469,,,,,,,,,,,132.644,,,,,,,,,,,,,,,,,,40.8707,,,,0.00440226,,,,,,,,,,,,,,,,,,0.00910935,,,,,,,,,,,,,,,,0.282494,
6945,1014,,2.8989999999999996,,,,,,,,2.833,,,,,,,1.0,,,,4.522,,,,,,,,,,,,,,,,,,,24.8,,4.6819999999999995,1.0,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,4.935,13.0,,,,17.1,,28.3,,,,,,0.0,0.5,,,,1.0,,,,,,,,,1.0,,,,,,0.33299999999999996,,,,0.33299999999999996
6945,1015,32.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4033,,,,,,11.4254,,,,,,,,,,,40.4885,,,89.4564,,,,49.5743,,78.6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.457,,,,,,,,,,,,,,,,,,,,,
100000,1016,,,0.0,,,1.0,,0.0,0.0,,,0.0,0.0,6.1,,,,2.8,1.0,,,,,,0.0,8.4,,,,35.0,58.0,,,,,,,,,,12.0,,,,2.0,0.0,,,,,,,,,1.0,,0.0,,5.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,10.0,,,,,,,,,,,,,,,27.0,,,,,
9058,1017,28.9507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.68,,,,,,,,,,,,,,,,,,,,,
100000,1018,22.3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8497,,,,,,23.2151,,,,,,,,,,,24.590999999999998,,,65.9456,,,,41.5888,,43.3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.296,,,,,,,,,,,,,,,,,,,,,
6908,1019,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6908,1020,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,1.2930000000000001,,,,,,,17.3,49.6,,,,,,,,,,,17.7,,,,,,,,,,,,,,,32.1,,,,,,1.3286,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,26.9,25.1,,,,,,,
6907,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6907,1022,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,0.857,,,,,,,21.3,50.1,,,,,,,,,,,24.7,,,,,,,,,,,,,,,35.4,,,,,,1.4871,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,32.3,31.1,,,,,,,
6908,1023,,,,,707.215,,,,,,,,,,,,,,,,,1.44759,,0.671517,,,,,,,,,8.22867,,,,,,,,,,,,,,,,,,29527.8,,,86.3505,,,,,,,,,,3.3790199999999997,8922.27,,0.20498400000000003,,,,,,2.40806,,,61.6265,,,,,35689.4,,,,,,,,,,13454.9,2.49995,,,81.9706,,,67.582,,,5.93783,,,,14003.1,,
6908,1024,28.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3303,,,,,,15.6732,,,,,,,,,,,37.4853,,,71.5878,,,,34.4366,,56.7456,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.991,,,,,,,,,,,,,,,,,,,,,
6907,1025,,,,,730.819,,,,,,,,,,,,,,,,,1.49043,,0.618611,,,,,,,,,7.1481,,,,,,,,,,,,,,,,,,25014.7,,,84.521,,,,,,,,,,3.1276200000000003,9426.05,,0.190604,,,,,,1.13786,,,62.0147,,,,,36131.4,,,,,,,,,,10406.1,3.05935,,,81.5031,,,56.6081,,,7.32627,,,,13067.5,,
6907,1026,,,,7.5,,,,,,,,,,,0.0,,,,,0.0,,,,,,,38.5159,,,,,,,,,,,,0.0858092,,,,,,,,,,,61.1331,,,,,,,,,,,,,,,,,,94.5517,,,,0.00394,,,,,,,,,,,,,,,,,,0.00811379,,,,,,,,,,,,,,,,0.014880899999999999,
6907,1027,40.0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9337,,,,,,14.4277,,,,,,,,,,,38.318000000000005,,,75.5732,,,,39.7945,,61.7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.833,,,,,,,,,,,,,,,,,,,,,
6907,1028,,3.8160000000000003,,,,,,,,4.2,,,,,,,0.0,,,,3.8710000000000004,,,,,,,,,,,,,,,,,,,35.3,,3.8689999999999998,1.0,,,,,,,,,,3.343,,,,,,,,,,,,,,,,,4.495,25.8,,,,16.7,,28.3,,,,,,0.0,0.33299999999999996,,,,0.0,,,,,,,,,1.0,,,,,,0.0,,,,0.0
